CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,address,g_ad,g_lat,g_lon
Ramona,10th and Main Street,CA,US,6/30/2018,na,54,,54,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://timesofsandiego.com/politics/2018/06/30/children-are-crying-thousands-march-downtown-anew-against-trump-border-policies/,http://www.sandiegouniontribune.com/ramona-sentinel/news/events/sd-cm-ram-indivisible-ramon-20180703-story.html,,,"Ramona , CA, US","Ramona, CA 92065, USA",33.0376384,-116.8765386
Rapid City,Memorial Park,SD,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20278/signup/?source=&s=,,,,"Rapid City , SD, US","Rapid City, SD, USA",44.0805434,-103.2310149
Reading,Reading Town Common,MA,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20861/signup/?source=&s=,,,,"Reading , MA, US","Reading, MA, USA",42.5256563,-71.0952891
Red Bank,Riverside Gardens Park,NJ,US,6/30/2018,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20047/signup/?&source=&s=,https://www.app.com/story/news/local/how-we-live/families-children/2018/06/30/thousands-attend-nj-rallies-protest-family-separation/738262002/,,,"Red Bank , NJ, US","Red Bank, NJ, USA",40.3470543,-74.0643065
Red Bank,Marine Park,NJ,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,0,1,https://act.moveon.org/event/families-belong-together/20321/signup/?&source=&s=,,,,"Red Bank , NJ, US","Red Bank, NJ, USA",40.3470543,-74.0643065
Redding,Redding City Hall; Cypress Ave,CA,US,6/30/2018,about 350,350,,350,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19837/signup/?source=&s=,https://www.redding.com/videos/news/local/2018/06/30/families-belong-together-rally/36531893/,,,"Redding , CA, US","Redding, CA, CA, USA",40.7908864,-121.8474493
Redmond,Centennial Park,OR,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/19940/signup/?source=&s=,,,,"Redmond , OR, US","Redmond, OR 97756, USA",44.2726203,-121.1739212
Redondo Beach,Intersection of Hawthorne and Artesia boulevards,CA,US,6/30/2018,roughly 350; roughly 400,350,,400,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://www.dailybreeze.com/2018/06/30/redondo-beach-protesters-raise-their-voices-and-whistles-and-bullhorns-to-oppose-separating-immigrant-families/,https://easyreadernews.com/protesters-stand-against-family-separation/,,Partly in Torrance,"Redondo Beach , CA, US","Redondo Beach, CA, USA",33.8491816,-118.3884078
Redwood City,Redwood City Courthouse Square,CA,US,6/30/2018,estimated 3000,3000,,3000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20483/signup/?source=&s=,https://www.youtube.com/watch?v=k_WcN2NjSBs,,,"Redwood City , CA, US","Redwood City, CA, USA",37.4852152,-122.2363548
Reno,Reno City Hall,NV,US,6/30/2018,hundreds; na,200,,1200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20211/signup/?&source=&s=,http://mynews4.com/news/local/families-belong-together-rally-in-reno-saturday-overtrump-immigration-policy,https://www.facebook.com/events/187047405315632/,https://twitter.com/JKWinkiface/status/1013178414629449729,"Reno , NV, US","Reno, NV, USA",39.5296329,-119.8138027
Reno,Reno Federal Building,NV,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,0,1,https://act.moveon.org/event/families-belong-together/20216/signup/?&source=&s=,,,,"Reno , NV, US","Reno, NV, USA",39.5296329,-119.8138027
Rhinebeck,Episcopal Church of the Messiah,NY,US,6/30/2018,over 250,250,,250,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20380/signup/?source=&s=,https://www.poughkeepsiejournal.com/story/news/2018/06/30/families-belong-together-hudson-valley-families-oppose-migrant-family-separation/748214002/,,,"Rhinebeck , NY, US","Rhinebeck, NY, USA",41.9318294,-73.9074372
Richmond,ICE/West County Detention Center,CA,US,6/30/2018,roughly 4500,4500,,4500,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20020/signup/?akid=undefined&zip=&source=,https://twitter.com/LaurenPorFavor/status/1013198153384787968,,,"Richmond , CA, US","Richmond, CA, USA",37.9357576,-122.3477486
Richmond,Richmond Municipal Building,IN,US,6/30/2018,more than 100,100,,100,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://www.pal-item.com/story/news/local/2018/06/30/richmond-protest-over-u-s-immigration-policies-draws-crowd/748261002/,,,,"Richmond , IN, US","Richmond, IN 47374, USA",39.8289369,-84.8902382
Richmond,Virginia Civil Rights Monument,VA,US,6/30/2018,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20144/signup/?source=&s=,https://www.richmond.com/news/local/hundreds-protest-trump-immigration-policies-at-families-belong-together-rally/article_5a604312-d6f7-5f4e-8c16-8bc80ff74c4e.html,,,"Richmond , VA, US","Richmond, VA, USA",37.5407246,-77.4360481
Riverside,Galleria at Tyler,CA,US,6/30/2018,more than 1200,1200,,1200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19937/signup/?source=&s=,https://www.sbsun.com/2018/06/30/diversity-inspiring-at-protests-in-riverside-and-san-bernardino-calling-for-reuniting-immigrant-families/,,,"Riverside , CA, US","Riverside, CA, USA",33.9806005,-117.3754942
Roanoke,Roanoke Downtown Library,VA,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/19912/signup/?source=&s=,,,,"Roanoke , VA, US","Roanoke, VA, VA, USA",37.3008485,-80.0087746
Rochester,Peace Plaza,MN,US,6/30/2018,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20244/signup/?source=&s=,https://www.kaaltv.com/news/ldquofamilies-belong-togetherrdquo-rallies-in-albert-lea-and-rochester-/4970505/,,,"Rochester , MN, US","Rochester, MN, USA",44.0121221,-92.4801989
Rochester,Washington Square Park,NY,US,6/30/2018,approx 200,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20504/signup/?&source=&s=,https://www.democratandchronicle.com/story/news/local/communities/2018/06/30/immigration-protest-rally-families-belong-together-children-reunite-rochester-june-30/745028002/,,,"Rochester , NY, US","Rochester, NY, USA",43.1565779,-77.6088465
Rochester,Federal Building and ICE Office,NY,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,0,1,https://act.moveon.org/event/families-belong-together/20505/signup/?&source=&s=,,,,"Rochester , NY, US","Rochester, NY, USA",43.1565779,-77.6088465
Rockford,City Hall,IL,US,6/30/2018,more than 950,950,,950,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20000/signup/?source=&s=,http://www.rrstar.com/news/20180630/nearly-1k-marchers-brave-heat-to-protest-us-immigration-policy,,,"Rockford , IL, US","Rockford, IL, IL, USA",42.3109094,-89.0179332
Rock Hill,outside U.S. Sen. Lindsey Graham's Rock Hill office,SC,US,6/30/2018,almost 100,100,,100,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://www.heraldonline.com/news/local/article214088034.html,,,,"Rock Hill , SC, US","Rock Hill, SC, USA",34.9248667,-81.0250784
Rockville Centre,,NY,US,6/30/2018,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,http://www.fios1news.com/longisland/local-keeping-families-together,,,,"Rockville Centre , NY, US","Rockville Centre, NY, USA",40.6587138,-73.6412406
Roseburg,Garden Valley Blvd,OR,US,6/30/2018,estimated 250,250,,250,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20206/signup/?source=&s=,https://www.nrtoday.com/news/local/roseburg/demonstrators-protest-trump-immigration-policies/article_7387ed3f-189a-5652-acac-a4c8dc5e4803.html,,,"Roseburg , OR, US","Roseburg, OR, USA",43.216505,-123.3417381
Rosewell,,NM,US,6/30/2018,FB: 22,22,,22,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://www.facebook.com/events/2218061871762385/,,,,"Rosewell , NM, US","Roswell, NM, USA",33.3942655,-104.5230242
Rouses Point,U.S. Customs and Border Protection Rouses Point,NY,US,6/30/2018,more than 50,50,,50,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20333/signup/?source=&s=,https://eu.burlingtonfreepress.com/videos/news/2018/06/30/is-donald-trump-naughty-asks-5-year-old-immigration-protest-us-border/748369002/,,,"Rouses Point , NY, US","Rouses Point, NY, USA",44.9939279,-73.3648557
Rutherford,Rutherford Congregational Church,NJ,US,6/30/2018,picture,13,,24,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20537/signup/?source=&s=,,,,"Rutherford , NJ, US","Rutherford, NJ, USA",40.826489,-74.1068091
Rutland,Main Street Park,VT,US,6/30/2018,over 150,150,,150,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,http://www.rutlandherald.com/articles/rutland-rally-against-family-separation/,http://mountaintimes.info/protest-draws-150-plus/,,,"Rutland , VT, US","Rutland, VT 05701, USA",43.6106237,-72.9726065
Sacramento,US Citizenship and Immigration Services,CA,US,6/30/2018,thousands; about 2000,2000,,2000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19881/signup/?akid=undefined&zip=&source=,https://www.sacbee.com/news/local/article214129234.html,,,"Sacramento , CA, US","Sacramento, CA, USA",38.5815719,-121.4943996
Saint Augustine,Plaza de la Constitución,FL,US,6/30/2018,FB: 143; about 300,143,,300,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20609/signup/?source=&s=,https://www.facebook.com/events/1072895309527827/,https://indivisible-st-johns.blogspot.com/2018/07/families-belong-together-rally-63018-we.html,,"Saint Augustine , FL, US","St. Augustine, FL, USA",29.9012437,-81.3124341
Saint Charles,Randall & 64,IL,US,6/30/2018,na,20,,20,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20208/signup/?source=&s=,https://www.facebook.com/groups/OFDNorthCarolina50StatesPlus/about/,,Partial count taken from event photos on OFD NC 50 States Plus facebook page,"Saint Charles , IL, US","St. Charles, IL, USA",41.9141945,-88.3086867
Saint George,St. George Blvd,UT,US,6/30/2018,over 100,100,,100,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://www.thespectrum.com/story/news/local/2018/06/30/families-belong-together-rally-st-george/748157002/,,,,"Saint George , UT, US","St. George, UT, USA",37.0965278,-113.5684164
Saint Joseph,On the bluff in downtown St. Joseph,MI,US,6/30/2018,almost 200,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20639/signup/?source=&s=,https://www.heraldpalladium.com/news/local/bringing-the-heat/article_1cef58ed-aea7-56d5-83aa-d1363dc9abe3.html,,,"Saint Joseph , MI, US","St Joseph, MI, USA",42.0938577,-86.4895463
Saint Joseph,francis street united methodist church,MO,US,6/30/2018,more than 120,120,,120,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,http://www.kq2.com/content/video/487042431.html,,,,"Saint Joseph , MO, US","St Joseph, MO, USA",39.7674578,-94.846681
Saint Louis,Kiener Plaza East,MO,US,6/30/2018,about 1000,1000,,1000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19956/signup/?source=&s=,https://www.stltoday.com/news/local/about-protest-in-st-louis-over-trump-administration-immigration-policies/collection_f5d4e327-89d1-5c44-a255-a31a4a0a0fcc.html#1,,,"Saint Louis , MO, US","St. Louis, MO, USA",38.6270025,-90.1994042
Salem,Oregon State Capitol,OR,US,6/30/2018,more than 500,500,,500,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20552/signup/?source=&s=,https://www.statesmanjournal.com/story/news/2018/06/30/families-belong-together-protest-rally-salem-oregon/746034002/,,,"Salem , OR, US","Salem, OR, USA",44.9428975,-123.0350963
Salida,Centennial Park - Hwy 50 at Holman,CO,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20442/signup/?source=&s=,,,,"Salida , CO, US","Salida, CO 81201, USA",38.5347193,-105.9989022
Salisbury,,MD,US,6/30/2018,na,10,,10,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20027/signup/?source=&s=,https://twitter.com/KaliwendwaN/status/1013118353156780032,,,"Salisbury , MD, US","Salisbury, MD, USA",38.3606736,-75.5993692
Salisbury,Kelsey Scott Park,NC,US,6/30/2018,picture,24,,24,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20027/signup/?source=&s=,https://www.salisburypost.com/2018/07/01/a-human-rights-issue-locals-protest-border-policies/,,,"Salisbury , NC, US","Salisbury, NC, USA",35.6709727,-80.4742261
Salt Lake City,Utah State Capitol,UT,US,6/30/2018,~2000 plus,2000,,2000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/19886/signup/?source=&s=,https://twitter.com/Kelan_Lyons/status/1013109491615727616,,,"Salt Lake City , UT, US","Salt Lake City, UT, USA",40.7607793,-111.8910474
San Antonio,San Fernando Cathedral,TX,US,6/30/2018,between 800 and 2000,800,,2000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://twitter.com/RealBlueDuran/status/1013135683588943872,https://www.mysanantonio.com/news/local/article/Demonstrators-rally-downtown-to-protest-Trump-13040235.php,,,"San Antonio , TX, US","San Antonio, TX, USA",29.4241219,-98.4936282
San Bernardino,655 W Rialto Ave; outside Homeland Security office,CA,US,6/30/2018,approx 450,450,,450,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20021/signup/?source=&s=,https://www.sbsun.com/2018/06/30/diversity-inspiring-at-protests-in-riverside-and-san-bernardino-calling-for-reuniting-immigrant-families/,,,"San Bernardino , CA, US","San Bernardino, CA, USA",34.1083449,-117.2897652
San Diego,Waterfront Park,CA,US,6/30/2018,hundreds; several thousand; estimated 4000,200,,4000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19967/signup/?source=&s=,http://www.sandiegouniontribune.com/visuals/photography/sd-families-belong-together-protests-in-san-diego-and-carlsbad-20180630-photogallery.html,https://timesofsandiego.com/politics/2018/06/30/children-are-crying-thousands-march-downtown-anew-against-trump-border-policies/,https://obrag.org/2018/06/4000-san-diegans-rally-and-march-downtown-in-protest-of-trumps-immigration-policy/,"San Diego , CA, US","San Diego, CA, USA",32.715738,-117.1610838
San Francisco,Civic Center Plaza,CA,US,6/30/2018,na; over 30000,20000,,30000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/19835/signup/?source=&s=,https://twitter.com/SonjaHutson/status/1013131116943831040,https://deadline.com/2018/06/families-belong-together-immigration-protest-rally-john-legend-chrissy-teigen-laura-dern-lin-manuel-miranda-kerry-washington-america-ferrera-donald-trump-1202420138/,,"San Francisco , CA, US","San Francisco, CA, USA",37.7749295,-122.4194155
San Jose,San Jose City Hall,CA,US,6/30/2018,thousands; about 1000,1000,,2000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20086/signup/?source=&s=,https://twitter.com/JennieGonzMedia/status/1013129334922489856,https://www.mercurynews.com/2018/06/30/thousands-to-march-today-in-families-belong-together-rallies/,,"San Jose , CA, US","San Jose, CA, USA",37.3382082,-121.8863286
San Leandro,San Leandro City Hall,CA,US,6/30/2018,FB: 68,68,,68,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20147/signup/?source=&s=,https://twitter.com/AnikaMarinakis/status/1013126903635439616,https://www.facebook.com/events/1745291572228735/,,"San Leandro , CA, US","San Leandro, CA, USA",37.7249296,-122.1560768
San Luis,Friendship Park,AZ,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20725/signup/?source=&s=,,,,"San Luis , AZ, US","San Luis, AZ, USA",32.4869996,-114.7821796
San Luis Obispo,SLO County Courthouse,CA,US,6/30/2018,more than 1500,1500,,1500,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20059/signup/?source=&s=,https://www.kansas.com/news/local/article214134029.html,,,"San Luis Obispo , CA, US","San Luis Obispo, CA, USA",35.2827524,-120.6596156
San Mateo,,CA,US,6/30/2018,na,42,,42,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://www.facebook.com/yolanda.ramirezarias/videos/o.799435606920466/2157923817557991/?type=2&theater,,,count from video,"San Mateo , CA, US","San Mateo, CA, USA",37.5629917,-122.3255254
Sandpoint,Bonner County Courthouse on First Avenue,ID,US,6/30/2018,over 125,125,,125,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20568/signup/?source=&s=,http://sandpointreader.com/crowd-protests-immigration-policy-at-courthouse/,,,"Sandpoint , ID, US","Sandpoint, ID 83864, USA",48.276577,-116.553465
Sandwich,SandwichFest,MA,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20571/signup/?source=&s=,,,,"Sandwich , MA, US","Sandwich, MA, USA",41.7589615,-70.4939317
Santa Barbara,De La Guerra Plaza,CA,US,6/30/2018,na,2000,,2000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19975/signup/?source=&s=,https://www.edhat.com/news/nationwide-families-belong-together-rally-in-santa-barbara,,,"Santa Barbara , CA, US","Santa Barbara, CA, USA",34.4208305,-119.6981901
Santa Clarita,city hall,CA,US,6/30/2018,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,http://www.hometownstation.com/santa-clarita-latest-news/families-belong-together-protesters-demand-immigration-policy-reform-outside-city-hall-239510,,,,"Santa Clarita , CA, US","Santa Clarita, CA, USA",34.3916641,-118.542586
Santa Cruz,Santa Cruz City Hall 809 Center St. and Abbott Square 118 Copper St.,CA,US,6/30/2018,na,8000,,8000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19951/signup/?source=&s=,http://www.santacruzsentinel.com/article/NE/20180630/NEWS/180639989,,,"Santa Cruz , CA, US","Santa Cruz, CA, USA",36.9741171,-122.0307963
Santa Fe,Railyard Park,NM,US,6/30/2018,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20480/signup/?source=&s=,http://www.santafenewmexican.com/news/protests-across-u-s-call-for-end-to-migrant-family/article_45f49422-7d59-5d68-b2ab-78d0663881ae.html,,,"Santa Fe , NM, US","Santa Fe, NM, USA",35.6869752,-105.937799
Santa Maria,ICE facility,CA,US,6/30/2018,about 200; roughly 450,200,,450,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://www.newtimesslo.com/sanluisobispo/slo-santa-maria-join-nationwide-protests-against-trumps-immigration-policies/Content?oid=5570619,https://www.independent.com/news/2018/jul/02/community-rallies-shut-ice-down/,,,"Santa Maria , CA, US","Santa Maria, CA, USA",34.9530337,-120.4357191
Santa Rosa,"Courthouse Square, Downtown Santa Rosa",CA,US,6/30/2018,about 3000,3000,,3000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20106/signup/?source=&s=,http://www.pressdemocrat.com/news/8475376-181/sonoma-county-rallies-urge-embrace,,,"Santa Rosa , CA, US","Santa Rosa, CA, USA",38.440429,-122.7140548
Saranac Lake,Riverside Park,NY,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20349/signup/?source=&s=,,,,"Saranac Lake , NY, US","Saranac Lake, NY, USA",44.329496,-74.1312662
Sarasota,Five Points Park,FL,US,6/30/2018,more then 600; closer to 1000,600,,1000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19834/signup/?source=&s=,http://www.theledger.com/news/20180701/hundreds-gather-to-protest-family-separation-in-sarasota,,,"Sarasota , FL, US","Sarasota, FL, USA",27.3364347,-82.5306527
Saratoga Springs,Congress Park,NY,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/19906/signup/?source=&s=,,,,"Saratoga Springs , NY, US","Saratoga Springs, NY, USA",43.0831301,-73.7845651
Sault Ste Marie,the eagle statue near Superior Coffee,MI,US,6/30/2018,partial count from pic,46,,77,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest; march,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20275/signup/?source=&s=,https://twitter.com/tmarente/status/1013368689482182656,,,"Sault Ste Marie , MI, US","Sault Ste. Marie, MI 49783, USA",46.4977115,-84.3475876
Savannah,Johnson Square to City Hall,GA,US,6/30/2018,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest; march,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20388/signup/?&source=&s=,http://www.wtoc.com/story/38548802/local-immigration-rally-draws-hundreds-to-johnson-square,,,"Savannah , GA, US","Savannah, GA, USA",32.0808989,-81.091203
Scottsbluff,Deb Fischer's Office,NE,US,6/30/2018,around 40,40,,40,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20606/signup/?source=&s=,https://www.starherald.com/news/local_news/families-belong-together-protesters-voice-opposition-to-immigration-policies/article_134e2c6e-195e-5a5a-9318-3c6581bed249.html,,,"Scottsbluff , NE, US","Scottsbluff, NE 69361, USA",41.8666341,-103.6671662
Scranton,Lackawanna County Courthouse Square,PA,US,6/30/2018,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20347/signup/?source=&s=,http://fox56.com/news/local/demonstrators-in-scranton-rally-to-keep-immigrant-families-together,https://wnep.com/2018/06/30/rally-in-scranton-to-keep-families-together/,,"Scranton , PA, US","Scranton, PA, USA",41.408969,-75.6624122
Seattle,SeaTac Detention Center,WA,US,6/30/2018,around 10000,10000,,10000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19992/signup/?source=&s=,https://www.seattletimes.com/seattle-news/politics/10000-strong-demonstrate-at-seatac-detention-facility-against-president-trumps-zero-tolerance-immigration-policy/,,,"Seattle , WA, US","Seattle, WA, USA",47.6062095,-122.3320708
Sebastian,Riverview Park,FL,US,6/30/2018,more than 150,150,,150,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19896/signup/?source=&s=,https://www.tcpalm.com/picture-gallery/news/local/indian-river-county/2018/06/30/families-belong-together-march-in-sebastian/36527477/,,,"Sebastian , FL, US","Sebastian, FL, USA",27.816415,-80.4706078
Sebastopol,Sebastopol Plaza,CA,US,6/30/2018,reportedly 300,300,,300,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/19918/signup/?source=&s=,https://twitter.com/familiesbelong/status/1013388244883591168,,,"Sebastopol , CA, US","Sebastopol, CA 95472, USA",38.4021359,-122.8238806
Sebring,Sebring High School,FL,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20329/signup/?&source=&s=,,,,"Sebring , FL, US","Sebring, FL, USA",27.495592,-81.440907
Sharon,Post Office Square,MA,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20834/signup/?source=&s=,,,,"Sharon , MA, US","Sharon, MA, USA",42.1236499,-71.1786237
Sharon,Mike Kelly's office; 33 Chestnut Avenue,PA,US,6/30/2018,na,80,,100,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20834/signup/?source=&s=,https://twitter.com/Ca_Metzger/status/1013227797714784256?s=04,web form,,"Sharon , PA, US","Sharon, PA, USA",41.2331116,-80.4934035
Sherman,Grayson County Courthouse Lawn,TX,US,6/30/2018,more than 40,40,,40,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19947/signup/?source=&s=,http://www.kxii.com/content/news/Families-Belong-Together-march-held-in-Grayson-County-485629891.html,,,"Sherman , TX, US","Sherman, TX, USA",33.6356618,-96.6088805
Sherwood,Hopkins Elementary School,OR,US,6/30/2018,na,300,,400,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,http://katu.com/news/local/hundreds-gather-for-families-belong-together-rally-in-downtown-portland,via website,,,"Sherwood , OR, US","Sherwood, OR 97140, USA",45.3562638,-122.8402122
