event,location,zipcode,x,y,flag,_Y,_X,_ID,dup
REACH TEACH IMPEACH,Newton MA,02466,42.3441,-71.248,,42.3441,-71.248,3210,0
READY FOR ACTION,Saratoga CA,95070,37.2713,-122.0227,,37.2713,-122.0227,2408,0
REALDEMSPA,Pittsburgh PA,15228,40.3696,-80.04389999999999,,40.3696,-80.04389999999999,817,0
REASON & WISDOM COALITION,Belchertown MA,01007,42.2751,-72.411,,42.2751,-72.411,2476,0
REBEL ACTION NETWORK,Los Angeles CA,90046,34.1074,-118.3652,,34.1074,-118.3652,3006,0
REBEL ACTION NETWORK - JAX,Fleming Island FL,32003,30.0933,-81.71899999999999,,30.0933,-81.71899999999999,1904,0
REBEL ALLIANCE OF LIBERALS,Kingwood TX,77339,30.0569,-95.1835,,30.0569,-95.1835,2430,0
REBUILD THE HOPE,Boston MA,02111,42.3503,-71.0629,,42.3503,-71.0629,759,0
RECLAIM NW SUBURBS,Arlington Heights IL,60004,42.112,-87.97920000000001,,42.112,-87.97920000000001,2103,0
RECLAIM PHILADELPHIA,Philadelphia PA,19147,39.9362,-75.1563,,39.9362,-75.1563,2411,0
RED CLAY REBELLION,Atlanta GA,30306,33.786,-84.3514,,33.786,-84.3514,1402,0
RED LODGE CALL TO ACTION,Red Lodge MT,59068,45.1965,-109.2688,,45.1965,-109.2688,3105,0
RED ROCK RESISTANCE,Cornville AZ,86325,34.7256,-111.9086,,34.7256,-111.9086,3233,0
REDMOND OREGON INDIVISIBLE @,Redmond OR,97756,44.2767,-121.1896,,44.2767,-121.1896,1549,0
REDWOODFALLSMNINDIVISIBLE,Redwood Falls MN,56283,44.5394,-95.1169,,44.5394,-95.1169,769,0
REEDSBURG AREA CONCERNED CITIZENS,Reedsburg WI,53959,43.5316,-89.99590000000001,,43.5316,-89.99590000000001,2859,0
REFRESHMENTS AND RESISTANCE,Oakland CA,94607,37.8071,-122.2851,,37.8071,-122.2851,2716,0
REFUSE FACISM.ORG OR #NO FASCIST USA,Vaughn WA,98394,47.3309,-122.7736,,47.3309,-122.7736,113,0
REFUSEFASCISM,New York NY,10013,40.7185,-74.0025,,40.7185,-74.0025,940,0
RELIGIOUS COALITION FOR NONVIOLENCE,Lincoln RI,02865,41.9089,-71.4348,,41.9089,-71.4348,1455,0
RENO INDIVISIBLE WOMEN,Reno NV,89503,39.5354,-119.8374,,39.5354,-119.8374,1992,0
REPRESENTME,Milford ME,04461,44.9393,-68.6296,,44.9393,-68.6296,2736,0
REPRODUCTIVE RIGHTS NETWORK OF SANTA CRUZ COUNTY (CA),Santa Cruz CA,95060,37.0313,-122.1198,,37.0313,-122.1198,3098,0
RESIDENTS OF GEORGIA'S 5TH DISTRICT,Atlanta GA,30344,33.6919,-84.44799999999999,,33.6919,-84.44799999999999,1402,0
RESIST - ATL,Atlanta GA,30345,33.8513,-84.28700000000001,,33.8513,-84.28700000000001,832,0
RESIST - POSTCARD SATURDAYS,Austin TX,78722,30.2893,-97.715,,30.2893,-97.715,1531,0
RESIST 45 BREMERTON,Bremerton WA,98312,47.5754,-122.6958,,47.5754,-122.6958,3222,0
RESIST AND REPLACE,EAST HAMPTON New York,11937,40.993,-72.179,,40.993,-72.179,1413,0
"RESIST AND REPLACE, EAST HAMPTON",East Hampton NY,11937,40.993,-72.179,,40.993,-72.179,1413,0
RESIST CENTRAL MAINE DEFENDERS OF EQUALITY AND HUMAN RIGHTS,Lewiston ME,04240,44.0985,-70.19159999999999,,44.0985,-70.19159999999999,1212,0
RESIST CENTRAL WISCONSIN,Stevens Point WI,54481,44.5212,-89.55880000000001,,44.5212,-89.55880000000001,495,0
RESIST COMMITTEE FOR JOSEPHINE COUNTY DEMOCRATS,Cave Junction OR,97523,42.1348,-123.6272,,42.1348,-123.6272,512,0
RESIST HATE KC,MO,64118,39.2133,-94.57429999999999,,39.2133,-94.57429999999999,1752,0
RESIST HATE RI,Providence RI,02906,41.8351,-71.39709999999999,,41.8351,-71.39709999999999,1455,0
RESIST HATE RI @,Mapleville RI,02839,41.9417,-71.63760000000001,,41.9417,-71.63760000000001,1455,0
RESIST IN MASS,North Chelmsford MA,01863,42.6347,-71.3908,,42.6347,-71.3908,3210,0
RESIST IN PEACE,Northport NY,11768,40.9051,-73.3309,,40.9051,-73.3309,1413,0
RESIST LARKEY PARK,Walnut Creek CA,94597,37.9182,-122.0717,,37.9182,-122.0717,1703,0
RESIST MAGA,Youngstown OH,44555,41.1039,-80.64360000000001,,41.1039,-80.64360000000001,2959,0
RESIST RIO RANCHO,Rio Rancho NM,87144,35.324,-106.7099,,35.324,-106.7099,1747,0
RESIST THE TRUMP AGENDA CT,Manchester CT,06042,41.7966,-72.5292,,41.7966,-72.5292,2720,0
RESIST TRUMP,Sacramento FL,95831,38.4962,-121.5297,,38.4962,-121.5297,2009,0
RESIST TRUMP CARLSBAD NM,Carlsbad NM,88220,32.4119,-104.2395,,32.4119,-104.2395,1058,0
RESIST TRUMP NEW YORK,Brooklyn NY,11238,40.679,-73.9644,,40.679,-73.9644,2283,0
"RESIST, BI",Bainbridge Island WA,98110,47.6478,-122.538,,47.6478,-122.538,3222,0
RESIST: CA-35,Ontario CA,91764,34.0763,-117.6254,,34.0763,-117.6254,392,0
RESISTANCE & PERSISTENCE,Saint Helena CA,94574,38.5138,-122.4619,,38.5138,-122.4619,2581,0
RESISTANCE ACTION NOW,Albany NY,12209,42.6417,-73.7854,,42.6417,-73.7854,1401,0
RESISTANCE AT THE RANCH,Littleton CO,80129,39.5397,-105.0109,,39.5397,-105.0109,1836,0
RESISTANCE BRUNCH,Fort Lauderdale FL,33308,26.0984,-80.18219999999999,,26.0984,-80.18219999999999,2950,0
RESISTANCE IN THE 45TH,Mission Viejo CA,92691,33.6128,-117.6622,,33.6128,-117.6622,1673,0
RESISTANCE IS COMMON SENSE,Boston MA,02118,42.3362,-71.0729,,42.3362,-71.0729,759,0
RESISTANCE IS FEMALE,Berkeley CA,94710,37.8696,-122.2959,,37.8696,-122.2959,2716,0
RESISTANCE JAX,Jacksonville FL,32207,30.2908,-81.63209999999999,,30.2908,-81.63209999999999,2593,0
RESISTANCE LA,Culver City CA,90230,33.9949,-118.3991,,33.9949,-118.3991,3006,0
RESISTANCE PA,Wynnewood PA,19096,40,-75.276,,40,-75.276,3054,0
RESISTANCE SQUAD,Pleasanton CA,94566,37.6658,-121.8755,,37.6658,-121.8755,2716,0
RESISTANCE TUESDAYS,Roseville CA,95678,38.7609,-121.2867,,38.7609,-121.2867,2443,0
RESISTANCE VOTE NY,Albany NY,12203,42.7003,-73.8575,,42.7003,-73.8575,1401,0
RESISTERHOOD360,Indianola WA,98342,47.7514,-122.5196,,47.7514,-122.5196,3222,0
RESISTERS,Lompoc CA,93436,34.6583,-120.4506,,34.6583,-120.4506,606,0
RESISTERS SOUTHERN OCEAN COUNTY,Little Egg Harbor NJ,08087,39.5881,-74.3646,,39.5881,-74.3646,1730,0
RESISTERS UNITED,Lawrence Township NJ,08648,40.2171,-74.74290000000001,,40.2171,-74.74290000000001,2261,0
RESISTFORGOOD INDIVISIBLE NCENWA/OKANOGANCOUNTY&ONLINE,Okanogan WA,98840,48.3513,-119.6046,,48.3513,-119.6046,866,0
RESISTING THE TRUMP AGENDA,Kings Park NY,11754,40.8861,-73.24379999999999,,40.8861,-73.24379999999999,1413,0
RESISTING TRUMP,Dansville NY,14437,42.57,-77.7109,,42.57,-77.7109,1458,0
RESISTING TRUMPISM IN CHULA VISTA,Chula Vista CA,91910,32.6371,-117.0676,,32.6371,-117.0676,2558,0
RESISTSF,San Francisco CA,94117,37.7712,-122.4413,,37.7712,-122.4413,2130,0
RESISTTRUMPOLYMPIA,Olympia WA,98512,46.9498,-123.0212,,46.9498,-123.0212,2661,0
RESPECT CLIMATE HUDDLE,Redford NY,12978,44.6164,-73.8087,,44.6164,-73.8087,2245,0
RETIREES RESISTING,Phoenix AZ,85013,33.5085,-112.0827,,33.5085,-112.0827,1424,0
REVOLUTION MOVEMENT SOCIETY (RMS),Philadelphia PA,19104,39.9597,-75.2024,,39.9597,-75.2024,2411,0
REVOLUTIONPATH,Maple Heights OH,44137,41.4105,-81.5603,,41.4105,-81.5603,2404,0
RICE COUNTY DEMOCRATIC FARMER LABOR (DFL) PARTY,Dundas MN,55019,44.3955,-93.2037,,44.3955,-93.2037,379,0
RIDERWOOD INDIVISIBLE--CALL TO ACTION,Silver Spring MD,20904,39.0668,-76.9969,,39.0668,-76.9969,1168,0
RIDGEFIELD COMMUNITY GROUP,Ridgefield WA,98642,45.7846,-122.6934,,45.7846,-122.6934,1195,0
RIGHTS AND DEMOCRACY,Burlington VT,05401,44.484,-73.2199,,44.484,-73.2199,2251,0
RIM COUNTRY VOTES,Pine AZ,85544,34.3435,-111.5353,,34.3435,-111.5353,793,0
RINGWOOD INDIVISIBLE,Ringwood NJ,07456,41.0928,-74.2659,,41.0928,-74.2659,3225,0
RIO GRANDE INDIVISIBLE,Albuquerque NM,87104,35.1038,-106.6712,,35.1038,-106.6712,2290,0
RISE & RESIST NYC,New York NY,10003,40.7313,-73.9892,,40.7313,-73.9892,940,0
RISE IN DELAWARE,Wilmington DE,19808,39.7359,-75.6647,,39.7359,-75.6647,1108,0
RISE SHARON,Sharon MA,02067,42.1094,-71.1759,,42.1094,-71.1759,1244,0
RISE UP BROOKLINE,Brookline MA,02446,42.3431,-71.123,,42.3431,-71.123,1244,0
RISE UP CALIFORNIA,Riverside CA,92501,33.9924,-117.3694,,33.9924,-117.3694,2215,0
RISE UP EYES UP WISE UP,Chicago IL,60618,41.9464,-87.7042,,41.9464,-87.7042,2103,0
RISE UP FLORIDA!,Miami FL,33134,25.768,-80.2714,,25.768,-80.2714,2823,0
RISE UP IRON COUNTY,Iron River MI,49935,46.093,-88.646,,46.093,-88.646,1172,0
RISE UP MILWAUKEE,Milwaukee WI,53207,42.9751,-87.8947,,42.9751,-87.8947,2259,0
RISE UP MYSTIC,Mystic CT,06355,41.3616,-71.9774,,41.3616,-71.9774,1830,0
RISE UP NEWTON,Newtonville MA,02460,42.352,-71.2084,,42.352,-71.2084,3210,0
RISE UP NORCAL,Ukiah CA,95482,39.1552,-123.1951,,39.1552,-123.1951,1835,0
RISE UP NYC!,New York NY,10003,40.7313,-73.9892,,40.7313,-73.9892,940,0
RISE UP PHOENIX,Scottsdale AZ,85251,33.4936,-111.9167,,33.4936,-111.9167,1424,0
RISE UP ROWAYTON,Norwalk CT,06853,41.0702,-73.4397,,41.0702,-73.4397,2005,0
RISE UP SCHENECTADY,Schenectady NY,12302,42.88,-73.9913,,42.88,-73.9913,1958,0
RISE UP SONOMA COUNTY,Santa Rosa CA,95405,38.4386,-122.6727,,38.4386,-122.6727,1909,0
RISE UP WESTERN MASS INDIVISIBLE,Longmeadow Town of MA,01106,42.0507,-72.5676,,42.0507,-72.5676,1364,0
RISE UP WV,Charleston WV,25311,38.349,-81.5993,,38.349,-81.5993,1846,0
"RISE UP, KODIAK",Kodiak AK,99615,57.6036,-153.3751,,57.6036,-153.3751,397,0
RISING FOURTH,Camp Hill PA,17011,40.2352,-76.92910000000001,,40.2352,-76.92910000000001,1994,0
RIVER CITY INDIVISIBLE,Bullhead City AZ,86442,35.106,-114.5947,,35.106,-114.5947,1,0
"RIVERTOWN RESISTANCE (PETALUMA, CA)",Petaluma CA,94952,38.2403,-122.6777,,38.2403,-122.6777,1909,0
RIVETERS COLLECTIVE,Bellingham WA,98225,48.749,-122.4887,,48.749,-122.4887,2203,0
ROBERT F KENNEDY DEMOCRATS OF THE CAPITAL REGION,Albany NY,12209,42.6417,-73.7854,,42.6417,-73.7854,1401,0
ROCITIZEN,Rochester NY,14607,43.1501,-77.589,,43.1501,-77.589,859,0
ROCK ISLAND COUNTY INDIVISIBLE,Moline IL,61265,41.4906,-90.498,,41.4906,-90.498,2208,0
ROCKAWAY WOMAN FOR PROGRESS,Arverne NY,11692,40.5923,-73.7933,,40.5923,-73.7933,2392,0
ROCKAWAY WOMEN FOR PROGRESS,Rockaway Park NY,11694,40.5766,-73.8428,,40.5766,-73.8428,2392,0
ROCKLAND CITIZENS ACTION NETWORK,Monsey NY,10952,41.1163,-74.0736,,41.1163,-74.0736,2004,0
ROCKLAND UNITED,Nyack NY,10960,41.0914,-73.9252,,41.0914,-73.9252,2004,0
ROGUE INDIVISIBLE,Grants Pass OR,97526,42.4638,-123.3457,,42.4638,-123.3457,512,0
ROGUE RESIDENTS INDIVISIBLE,Medford OR,97504,42.3363,-122.8398,,42.3363,-122.8398,3159,0
ROSE CITY INDIVISIBLE,Portland OR,97220,45.5411,-122.5566,,45.5411,-122.5566,2040,0
ROSEDALE DEMS,Petoskey MI,49770,45.3559,-84.91330000000001,,45.3559,-84.91330000000001,2086,0
ROSEVILLE AREA INDIVISIBLE,Saint Paul MN,55113,45.0139,-93.1571,,45.0139,-93.1571,1824,0
ROSEVILLE RESISTANCE,Roseville CA,95678,38.7609,-121.2867,,38.7609,-121.2867,2443,0
ROSLYN RISES,Roslyn WA,98941,47.2233,-121.0025,,47.2233,-121.0025,485,0
ROSWELL INDIVISIBLE,Roswell NM,88201,33.6397,-104.3748,,33.6397,-104.3748,2310,0
ROUND ROCK INDIVISIBLE,Round Rock TX,78664,30.5145,-97.66800000000001,,30.5145,-97.66800000000001,912,0
ROXBURY UU COALITION CONGREGATION,Jamaica Plain MA,02130,42.3126,-71.11150000000001,,42.3126,-71.11150000000001,759,0
RUFI NATARAJAN,Houston TX,77007,29.7736,-95.4034,,29.7736,-95.4034,2430,0
RUIDO INDIVISIBLE LAS VEGAS NEW MEXICO,Las Vegas NM,87701,35.5949,-105.2272,,35.5949,-105.2272,973,0
RUIDOSO INDIVISIBLE OPPOSITION TO TYRANNY,Ruidoso NM,88345,33.3474,-105.651,,33.3474,-105.651,1277,0
RUN TULSI RUN,Worthington MA,01098,42.3843,-72.9314,,42.3843,-72.9314,2476,0
RUSK COUNTY DEMS,Ladysmith WI,54848,45.4719,-91.1088,,45.4719,-91.1088,2811,0
RUSSELL CRISWELL,Carbondale CO,81623,39.2511,-107.2044,,39.2511,-107.2044,2183,0
RUTHERFORD INDIVISIBLE,Murfreesboro TN,37130,35.8456,-86.3903,,35.8456,-86.3903,2460,0
RYE CITY DEMOCRATIC COMMITTEE,Rye NY,10580,40.9734,-73.69070000000001,,40.9734,-73.69070000000001,1740,0
S(HE) PERSISTS INDIVISIBLES,Orlando FL,32826,28.5826,-81.19070000000001,,28.5826,-81.19070000000001,486,0
S. ST. LAWRENCE INDIVISIBLE,Star Lake NY,13690,44.1578,-75.033,,44.1578,-75.033,941,0
"S.E.A. PEOPLE (SEE, ENGAGE, ACT)",Denver CO,80205,39.759,-104.9661,,39.759,-104.9661,2045,0
S.T.O.P (SOUTH TAMPIANS OPPOSING PRESIDENT TRUMP),Tampa FL,33629,27.921,-82.50790000000001,,27.921,-82.50790000000001,3223,0
S.W.A.T. (SOME WITCHES AGAINST TRUMP),Carlisle PA,17013,40.2417,-77.1983,,40.2417,-77.1983,1994,0
SACRAMENTO REGION RESISTANCE ACTION NETWORK,Sacramento CA,95833,38.6157,-121.5053,,38.6157,-121.5053,2009,0
SADDLEBROOKE DEMOCRATIC CLUB,Tucson AZ,85739,32.465,-110.8922,,32.465,-110.8922,1006,0
SAGINAW COUNTY INDIVISIBLE GROUP,Saginaw MI,48607,43.4301,-83.9319,,43.4301,-83.9319,609,0
SAGINAW MID-MICHIGAN PROGRESSIVE DEMOCRATS CHAPTER,Saginaw MI,48604,43.4732,-83.95140000000001,,43.4732,-83.95140000000001,609,0
SAINT CROIX VALLEY WOMEN'S ALLIANCE,Stillwater MN,55082,45.0614,-92.84739999999999,,45.0614,-92.84739999999999,1227,0
SAINT LOUIS CITY COUNTY,Saint Louis MO,63104,38.6128,-90.21850000000001,,38.6128,-90.21850000000001,1085,0
SALEM COMMUNITY ORGANIZERS,Salem OR,97301,44.949,-123.004,,44.949,-123.004,727,0
SALEM SOLIDARITY NETWORK,Salem OR,97301,44.949,-123.004,,44.949,-123.004,727,0
SALEM WOMEN'S MARCH HUDDLE JOURNEYS,Salem OR,97305,44.9961,-122.9124,,44.9961,-122.9124,727,0
SALEMRESISTS,Salem OR,97302,44.9039,-123.0445,,44.9039,-123.0445,727,0
SALINE COUNTY PROGRESSIVE WOMEN,Benton AR,72015,34.4933,-92.5896,,34.4933,-92.5896,494,0
SALINE INDIVISIBLE,Saline MI,48176,42.1698,-83.78489999999999,,42.1698,-83.78489999999999,308,0
SALISBURY INDIVISIBLE,Salisbury NC,28144,35.6515,-80.4889,,35.6515,-80.4889,3063,0
SALMON RIVER HUDDLE,Marlborough CT,06447,41.6412,-72.4609,,41.6412,-72.4609,2720,0
SAMMAMISH INDIVISIBLE,Sammamish WA,98074,47.6254,-122.0462,,47.6254,-122.0462,482,0
SAN ANGELO,San Angelo TX,76903,31.4707,-100.4386,,31.4707,-100.4386,43,0
SAN GABRIEL VALLEY OFA,Pasadena CA,91101,34.1468,-118.1391,,34.1468,-118.1391,3006,0
SAN GABRIEL VALLEY PROGRESSIVE ALLIANCE,Alhambra CA,91803,34.0745,-118.1434,,34.0745,-118.1434,3006,0
SAN GABRIEL VALLEY PROGRESSIVES,West Covina CA,91790,34.0673,-117.9366,,34.0673,-117.9366,3006,0
SAN LUIS VALLEY INDIVISIBLE,La Jara CO,81140,37.2907,-106.0054,,37.2907,-106.0054,27,0
SAN MARCOS INDIVISIBLE,San Marcos CA,92078,33.1193,-117.185,,33.1193,-117.185,2558,0
SAN MATEO COUNTY DEMOCRACY FOR AMERICA,San Mateo CA,94402,37.5507,-122.3276,,37.5507,-122.3276,2537,0
SANDPOINT INDIVISIBLE,Sandpoint ID,83864,48.312,-116.5332,,48.312,-116.5332,1251,0
SANDPOINT LIBERAL ACTIVISM,Sandpoint ID,83864,48.312,-116.5332,,48.312,-116.5332,1251,0
SANDUSKYINDIVISIBLE,Sandusky OH,44870,41.4349,-82.7063,,41.4349,-82.7063,3109,0
SANMARCOSINDIVISIBLES,San Marcos TX,78666,29.8754,-97.9404,,29.8754,-97.9404,2123,0
SANTA CLARA COUNTY DEMOCRATIC CLUB,San Jose CA,95124,37.2563,-121.9229,,37.2563,-121.9229,2408,0
SANTA CRUZ INDIVISIBLE,Santa Cruz CA,95060,37.0313,-122.1198,,37.0313,-122.1198,3098,0
SANTA CRUZ VALLEY CLIMATE COALITION,Rio Rico AZ,85648,31.5084,-111.0757,,31.5084,-111.0757,48,0
SARAH WILLIAMS-SHEPPARD,Blackstone MA,01504,42.0287,-71.5269,,42.0287,-71.5269,2036,0
SARASOTA STANDS TOGEHER,Sarasota FL,34236,27.3269,-82.5433,,27.3269,-82.5433,2317,0
SAUGATUCK MANDATE INDIVISIBLE,Saugatuck MI,49453,42.6456,-86.16549999999999,,42.6456,-86.16549999999999,2932,0
SAVANNAH HUDDLE,Savannah GA,31410,32.0175,-80.997,,32.0175,-80.997,2981,0
SAVANNAH NASTY WOMEN & BAD HOMBRES,Savannah GA,31405,32.0391,-81.1242,,32.0391,-81.1242,2981,0
SAVANNAH PSN,Savannah GA,31406,31.989,-81.0979,,31.989,-81.0979,2981,0
SAVE OUR DEMOCRACY NOW,New Canaan CT,06840,41.151,-73.4944,,41.151,-73.4944,2005,0
SAVE U.S. - IMPEACH,Dallas TX,75231,32.8756,-96.7495,,32.8756,-96.7495,2220,0
SAVING DEMOCRACY IS FUN,Del Mar CA,92014,32.9665,-117.249,,32.9665,-117.249,2558,0
"SCHENECTADY ROAR (RESIST, ORGANIZE, AND RISE)",Schenectady NY,12309,42.8091,-73.8693,,42.8091,-73.8693,1958,0
SCHOHARIE BLUE STREAK,Schoharie NY,12157,42.6615,-74.3047,,42.6615,-74.3047,7,0
SCHUYLKILL INDIVISIBLE,Shenandoah PA,17976,40.8167,-76.20350000000001,,40.8167,-76.20350000000001,1596,0
SCIENCE FOR 2020,Cambridge MA,02139,42.3647,-71.10420000000001,,42.3647,-71.10420000000001,3210,0
SCIENTIST ACTION AND ADVOCACY NETWORK,New York NY,10003,40.7313,-73.9892,,40.7313,-73.9892,940,0
SCOTT COUNTY PROGRESSIVES INDIVISIBLE,Savage MN,55378,44.7615,-93.3434,,44.7615,-93.3434,2328,0
SD39 DFL,Stillwater MN,55082,45.0614,-92.84739999999999,,45.0614,-92.84739999999999,1227,0
SE IOWA INDIVISIBLE,Keokuk IA,52632,40.4094,-91.3982,,40.4094,-91.3982,2613,0
SEACOAST HUDDLE,New Castle NH,03854,43.0681,-70.7199,,43.0681,-70.7199,2412,0
SEAN RICE,Louisville KY,40208,38.22,-85.76479999999999,,38.22,-85.76479999999999,2119,0
SEARCH FOR INTELLIGENT LIFE IN CONGRESS,Brentwood CA,94513,37.9324,-121.6894,,37.9324,-121.6894,1703,0
SEATTLE ICE NOT ICE,Seattle WA,98144,47.5846,-122.3005,,47.5846,-122.3005,482,0
SEATTLE INDIVISIBLE,Seattle WA,98112,47.6301,-122.2972,,47.6301,-122.2972,482,0
SEATTLE PROGRESSIVE ACTION NETWORK,Seattle WA,98155,47.7559,-122.3003,,47.7559,-122.3003,482,0
SEATTLE RESISTANCE SALON,Seattle WA,98107,47.6701,-122.3763,,47.6701,-122.3763,482,0
SEATTLE TAKING ACTION,Seattle WA,98102,47.6302,-122.321,,47.6302,-122.321,482,0
SEBASTIAN ACTION,Sebastian FL,32958,27.7901,-80.47839999999999,,27.7901,-80.47839999999999,2400,0
SECOND SUNDAY,Berkeley CA,94707,37.8927,-122.2761,,37.8927,-122.2761,2716,0
SECULAR JEWISH CIRCLE OF PUGET SOUND,Seattle WA,98103,47.6733,-122.3426,,47.6733,-122.3426,482,0
SEDALIA INDIVISIBLE AGAINST HATE,MO,65301,38.6961,-93.2323,,38.6961,-93.2323,389,0
SEDONA/VERDE VALLEY UNITED,Cottonwood AZ,86326,34.7055,-112.0091,,34.7055,-112.0091,3233,0
"SEED - STRENGTH THROUGH EDUCATION, EVIDENCE AND DIVERSITY",West Chester OH,45069,39.3402,-84.3998,,39.3402,-84.3998,2037,0
SEEDS FOR ACTION,Philadelphia PA,19106,39.9474,-75.1473,,39.9474,-75.1473,2411,0
SEIU LOCAL 1000,Fresno CA,93710,36.8236,-119.7621,,36.8236,-119.7621,216,0
SENATE DISTRICT 51 DFL,Saint Paul MN,55122,44.786,-93.22020000000001,,44.786,-93.22020000000001,2369,0
SENATE DISTRICT 7 DEMOCRATS,Houston TX,77070,29.9781,-95.58029999999999,,29.9781,-95.58029999999999,2430,0
SENIOR ADVOCATES FOR JUSTICE (SAJ),Hightstown NJ,08520,40.2669,-74.52500000000001,,40.2669,-74.52500000000001,2261,0
SENIORS CONCERNED ABOUT THE FUTURE,Seattle WA,98101,47.6114,-122.3305,,47.6114,-122.3305,482,0
SENIORS FOR JUST AMERICA,Fort Lauderdale FL,33324,26.1255,-80.26439999999999,,26.1255,-80.26439999999999,2950,0
SEWANEE ORGANIZE AND ACT,Sewanee TN,37375,35.2011,-85.9126,,35.2011,-85.9126,2366,0
SF - VIRTUAL MEETINGS - CONCRETE ACTIONS,San Francisco CA,94110,37.7509,-122.4153,,37.7509,-122.4153,2130,0
SFBA J AND FRIENDS,San Mateo CA,94404,37.5538,-122.27,,37.5538,-122.27,2537,0
SFV INDIVISIBLE,Encino CA,91316,34.1655,-118.5175,,34.1655,-118.5175,3006,0
SHADES OF UNITY,Portland OR,97222,45.4373,-122.6147,,45.4373,-122.6147,1831,0
SHAKE IT UP,Beachwood OH,44122,41.4701,-81.5232,,41.4701,-81.5232,2404,0
SHAKER HEIGHTS DEMOCRATIC CLUB,Beachwood OH,44122,41.4701,-81.5232,,41.4701,-81.5232,2404,0
SHARE CHANGES,New York NY,10040,40.8583,-73.92959999999999,,40.8583,-73.92959999999999,940,0
SHARE YOUR AMERICAN STORY INDIVISIBLE,Minneapolis MN,55407,44.9378,-93.25449999999999,,44.9378,-93.25449999999999,3114,0
SHARON COMMUNITY HUDDLE,Sharon VT,05065,43.7748,-72.4243,,43.7748,-72.4243,1118,0
SHEBOYGAN AREA PROGRESSIVES,Sheboygan WI,53081,43.741,-87.7247,,43.741,-87.7247,3205,0
SHENANDOAH INDIVISIBLE,Toms Brook VA,22660,38.9476,-78.4331,,38.9476,-78.4331,1631,0
SHERBURNE INDIVISIBLE ACTION,Elk River MN,55309,45.3506,-93.73990000000001,,45.3506,-93.73990000000001,2583,0
SHOUT OUT PHILLY,Philadelphia PA,19103,39.9513,-75.1741,,39.9513,-75.1741,2411,0
SHOW UP BRIMFIELD,Brimfield MA,01010,42.1165,-72.1885,,42.1165,-72.1885,1364,0
SHOW UP EVERYWHERE - CORVALLIS AND ENVIRONS,Corvallis OR,97333,44.5393,-123.2799,,44.5393,-123.2799,1345,0
SHREWSBURY BOROUGH DEMOCRATIC CLUB,Shrewsbury NJ,07702,40.3282,-74.05889999999999,,40.3282,-74.05889999999999,2335,0
SI4CHANGE (STATEN ISLAND FOR CHANGE),Staten Island NY,10301,40.6316,-74.09269999999999,,40.6316,-74.09269999999999,2435,0
"SIERRA CLUB, LOMA PRIETA CHAPTER",Palo Alto CA,94303,37.4673,-122.1388,,37.4673,-122.1388,2537,0
SIERRA MADRE RAPID RESPONSE TEAM,Sierra Madre CA,91024,34.1651,-118.0519,,34.1651,-118.0519,3006,0
SIERRA VISTA UNITED FOR EQUALITY,Sierra Vista AZ,85635,31.5365,-110.2666,,31.5365,-110.2666,1669,0
SILICON VALLEY COURAGEOUS RESISTANCE,Los Altos CA,94024,37.3547,-122.0862,,37.3547,-122.0862,2408,0
SILICON VALLEY INDIVISIBLE,Mountain View CA,94040,37.3855,-122.088,,37.3855,-122.088,2408,0
SILICON VALLEY YOUNG DEMOCRATS,Mountain View CA,94041,37.3893,-122.0783,,37.3893,-122.0783,2408,0
SILVER CITY INDIVISIBLE,Silver City NM,88061,32.79,-108.2749,,32.79,-108.2749,778,0
SILVERTON INDIVISIBLE,Scotts Mills OR,97375,44.9897,-122.6187,,44.9897,-122.6187,727,0
SILVERTON PROGRESSIVES,Silverton OR,97381,44.991,-122.7627,,44.991,-122.7627,727,0
SISTER DIASPORA FOR LIBERATION,New York NY,10001,40.7484,-73.9967,,40.7484,-73.9967,940,0
SISTER DISTRICT DALLAS,Dallas TX,75204,32.8038,-96.7851,,32.8038,-96.7851,2220,0
SISTER DISTRICT ORGANIZERS,Berkeley CA,94708,37.8918,-122.2604,,37.8918,-122.2604,2716,0
SISTERHOOD OF IOWA,Cedar Rapids IA,52405,41.9804,-91.7098,,41.9804,-91.7098,734,0
SISTERS INDIVISIBLE,Sisters OR,97759,44.3165,-121.5091,,44.3165,-121.5091,1549,0
SISTERS OF PERPETUAL PERSISTANCE,San Mateo CA,94402,37.5507,-122.3276,,37.5507,-122.3276,2537,0
SITKA INDIVISIBLE,Sitka AK,99835,57.0514,-135.3166,,57.0514,-135.3166,648,0
SKAGIT INDIVISIBLE UNITED,La Conner WA,98257,48.4093,-122.5313,,48.4093,-122.5313,1380,0
SKIDAWAY ISLAND INDIVISIBLE GROUP,Savannah GA,31411,31.9268,-81.0381,,31.9268,-81.0381,2981,0
SLINGSHOT,San Francisco CA,94112,37.7195,-122.4411,,37.7195,-122.4411,2130,0
SMALL BUT MIGHTY: SUPPORT IN TOUGH TIMES,Newport OR,97365,44.6487,-124.0509,,44.6487,-124.0509,2138,0
SMALL DEEDS DONE,MO,63104,38.6128,-90.21850000000001,,38.6128,-90.21850000000001,1085,0
SMART BLUE,Seattle WA,98105,47.6633,-122.3022,,47.6633,-122.3022,482,0
SMOKY HILL RISING,Aurora CO,80015,39.6255,-104.7874,,39.6255,-104.7874,917,0
