CityTown,Location,StateTerritory,Country,Date,EstimateLow,EstimateHigh,Estimate,Actor,Source1,Source2,Source3,g_lat,g_lon,g_lat_jitter,g_lon_jitter,linkstatus
Harwich,"Western sidewalk of Rt 137, across from Rt. 6 Exit 11 east-bound off ramp stoplight",MA,US,6/30/2018,23,23,23,Families Belong Together,https://act.moveon.org/event/families-belong-together/20467/signup/?source=&s=,https://www.youtube.com/watch?v=ehpZe0yJhSk,,41.6716498,-70.0622231,41.6754428,-70.0595111,Link
Haverhill,"White's Corner. Downtown Haverhill, in front of Market Basket PLaza",MA,US,6/30/2018,44,44,44,Families Belong Together,https://act.moveon.org/event/families-belong-together/20019/signup/?source=&s=,http://haverhillcommunitytv.org/video/families-belong-together-%E2%80%A2-haverhill-ma-psa,,42.7762015,-71.0772796,42.7744115,-71.0773376,Link
Healdsburg,Corner of Healdsburg Ave. & Matheson St.,CA,US,6/30/2018,12,99,12 to 99,Families Belong Together,https://act.moveon.org/event/families-belong-together/20245/signup/?source=&s=,https://www.facebook.com/events/190869438254623/,https://twitter.com/redhairedherry/status/1013166198794489856,38.6104658,-122.8691609,38.6116008,-122.8664189,Link
Helena,Women's Park,MT,US,6/30/2018,350,400,350 to 400,Families Belong Together,https://act.moveon.org/event/families-belong-together/20644/signup/?source=&s=,http://www.kpax.com/story/38550898/rally-against-immigration-policies-held-in-helena,https://helenair.com/news/local/families-belong-together-rally-draws-hundreds-to-downtown-helena/article_7fe8fed7-7ac2-568f-a6ec-b0e52113828f.html,46.5891452,-112.0391057,46.5857022,-112.0361197,Link
Hendersonville,Hendersonville Historic Courthouse,NC,US,6/30/2018,150,150,150,Families Belong Together,https://act.moveon.org/event/families-belong-together/19882/signup/?source=&s=,http://www.blueridgenow.com/news/20180626/families-belong-together-rally-set-for-saturday,,35.3187279,-82.4609528,35.3167639,-82.4574628,Link
Henry County,,TN,US,6/30/2018,4,4,4,general protestors,https://twitter.com/amrigg/status/1013126309122396163,,,36.3369938,-88.2461183,36.3405428,-88.2464943,Link
Hernando,Senator Roger Wickers Office (In front of his office),MS,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20084/signup/?source=&s=,,,34.823987,-89.9937018,34.826231,-89.9973728,Link
Highland Park,,IL,US,6/30/2018,300,300,300,Families Belong Together,https://twitter.com/NYchamps27/status/1013206772050464768,http://www.chicagotribune.com/suburbs/highland-park/news/ct-hpn-immigration-detention-protest-north-suburbs-tl-0705-story.html,,42.1816918,-87.8003437,42.1862258,-87.8002877,Link
Hillsboro,,OR,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/,,,45.5200114,-122.9365835,45.5238144,-122.9331405,Link
Hilo,,HI,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20678/signup/?source=&s=,,,19.7241106,-155.0868193,19.7265526,-155.0851453,Link
Holland,Centennial Park,MI,US,6/30/2018,600,1000,"600 to 1,000",Families Belong Together,https://act.moveon.org/event/families-belong-together/19887/signup/?source=&s=,https://twitter.com/GetRaceRight/status/1013152768427745280,http://www.hollandsentinel.com/news/20180630/1000-march-in-holland-in-families-belong-together-rally,42.7875235,-86.1089301,42.7879215,-86.1070151,Link
Hollister,4th and San Benito Street,CA,US,6/30/2018,21,21,21,Families Belong Together,https://act.moveon.org/event/families-belong-together/20682/signup/?source=&s=,https://twitter.com/mfwestphal/status/1013132116954005504,,36.8524545,-121.4016021,36.8567735,-121.4039341,Link
Hollywood,Diplomat Hotel,FL,US,6/30/2018,300,300,300,Families Belong Together,https://act.moveon.org/event/families-belong-together/19920/signup/?source=&s=,http://www.sun-sentinel.com/local/broward/fl-sb-hollywood-diplomat-protest-20180630-story.html,,26.0112014,-80.1494901,26.0108764,-80.1445131,Link
Honolulu,Hawaii State Capitol to the Oahu Federal Bldg.,HI,US,6/30/2018,200,421,200 to 421,Families Belong Together,https://act.moveon.org/event/families-belong-together/20067/signup/?source=&s=,http://www.kitv.com/story/38549758/hundreds-show-up-for-the-keep-families-together-rally-in-hawaii,https://www.facebook.com/events/422896668182163/,21.3069444,-157.8583333,21.3116724,-157.8545583,Link
Horsham,Kohler Park,PA,US,6/30/2018,200,200,200,Families Belong Together,https://act.moveon.org/event/families-belong-together/20491/signup/?source=&s=,via website,,40.1784422,-75.1285061,40.1789632,-75.1332321,Link
Hot Springs,Bathhouse Row,AR,US,6/30/2018,180,180,180,Families Belong Together,https://act.moveon.org/event/families-belong-together/20154/signup/?source=&s=,http://www.hotsr.com/news/2018/jul/01/immigration-march-draws-nearly-200-2018/,,34.5037004,-93.0551795,34.5046324,-93.0599525,Link
Houghton,portage lift bridge,MI,US,6/30/2018,90,90,90,Families Belong Together,https://act.moveon.org/event/families-belong-together/20181/signup/?source=&s=,http://www.mininggazette.com/news/2018/07/empathy-march-flood-disaster-gives-migrant-policy-protesters-perspective/,,47.1211331,-88.5694182,47.1240431,-88.5676622,Link
Houston,,TX,US,6/30/2018,15000,15000,"15,000",Families Belong Together,https://twitter.com/FrakerMonica/status/1013131186829447168,,,29.7604267,-95.3698028,29.7602487,-95.3739158,Link
Huntington Station,49 West Jericho tpke Intersection,NY,US,6/30/2018,800,1000,"800 to 1,000",Families Belong Together,https://act.moveon.org/event/families-belong-together/20277/signup/?source=&s=,https://www.newsday.com/long-island/long-island-protests-trump-immigration-1.19516758,,40.8534318,-73.4115091,40.8490498,-73.4065141,Link
Huntsville,Big Spring Park,AL,US,6/30/2018,100,160,100 to 160,Families Belong Together,https://act.moveon.org/event/families-belong-together/20219/signup/?source=&s=,https://www.facebook.com/events/639967343020109/,https://www.washingtonpost.com/news/post-nation/wp/2018/07/01/man-arrested-after-shouting-womp-womp-and-pulling-a-gun-on-immigration-protesters/?utm_term=.710bcf55a97a,34.7303688,-86.5861037,34.7304668,-86.5853067,Link
Hyannis,Old Chili's location-Intersection rt132/rt28 in Hyannis at Airport Rotary,MA,US,6/30/2018,50,50,50,Families Belong Together,https://act.moveon.org/event/families-belong-together/20781/signup/?source=&s=,http://www.capecodtimes.com/news/20180630/capewide-protests-target-immigration-policies,,41.6524911,-70.2881124,41.6477271,-70.2850444,Link
Idaho City,Courthouse Lawn,ID,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/19974/signup/?source=&s=,,,43.8285046,-115.8345537,43.8254696,-115.8362707,Link
Idaho Falls,Bonneville County Courthouse,ID,US,6/30/2018,24,24,24,Families Belong Together,https://www.eastidahonews.com/2018/06/crowds-including-those-in-east-idaho-protest-trumps-immigration-policies/,,,43.4926607,-112.0407584,43.4915097,-112.0420404,Link
Idyllwild,Town Monument,CA,US,6/30/2018,175,175,175,Families Belong Together,https://act.moveon.org/event/families-belong-together/20210/signup/?source=&s=,https://idyllwildtowncrier.com/2018/07/05/idyllwild-one-of-many-places-that-marched-saturday/,,33.7467471,-116.7152556,33.7506571,-116.7157906,Link
Indiana,IRMC PARK,PA,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20508/signup/?source=&s=,,,40.6850762,-79.1096901,40.6843062,-79.1132601,Link
Indianapolis,US Court/Federal Building,IN,US,6/30/2018,1000,1000,"1,000",Families Belong Together,https://act.moveon.org/event/families-belong-together/19945/signup/?source=&s=,https://www.fox15abilene.com/article/news/nation-now/families-belong-together-march-lin-manuel-miranda-sings-lullaby-for-separated-families/465-182f44ff-e9f3-413f-b8d3-6a7afb46b025,,39.768403,-86.158068,39.769916,-86.153902,Link
Inverness,Old Citrus County Courthouse,FL,US,6/30/2018,40,40,40,Families Belong Together,https://act.moveon.org/event/families-belong-together/20538/signup/?source=&s=,https://www.youtube.com/watch?v=my049sEdwh4&feature=youtu.be,,28.8354507,-82.3313955,28.8369187,-82.3358125,Link
Iowa City,Pentacrest and downtown Iowa City,IA,US,6/30/2018,200,600,200 to 600,Families Belong Together,https://act.moveon.org/event/families-belong-together/20121/signup/?source=&s=,https://twitter.com/ZachWahls/status/1013076902557437952,https://cbs2iowa.com/news/local/iowa-city-community-marches-in-nationwide-families-belong-together-event,41.6611277,-91.5301683,41.6628607,-91.5348263,Link
Iron Mountain,City Hall,MI,US,6/30/2018,75,75,75,Families Belong Together,https://act.moveon.org/event/families-belong-together/20363/signup/?source=&s=,https://www.facebook.com/IronMountainDailyNews/posts/10156292849259564,,45.8202334,-88.0659603,45.8160524,-88.0651503,Link
Irvine,Portola High School,CA,US,6/30/2018,3000,5000,"3,000 to 5,000",Families Belong Together,https://act.moveon.org/event/families-belong-together/20063/signup/?source=&s=,https://www.ocregister.com/2018/06/30/thousands-rally-in-laguna-beach-newport-beach-across-nation-to-demand-immigrant-families-be-reunited/,https://twitter.com/roxanakopetman/status/1013222472970326017,33.6845673,-117.8265049,33.6801593,-117.8236559,Link
Ithaca,"Bernie Milton Pavilion, Ithaca Commons",NY,US,6/30/2018,500,500,500,Families Belong Together,https://act.moveon.org/event/families-belong-together/20373/signup/?source=&s=,https://eu.usatoday.com/story/news/nation-now/2018/06/30/families-belong-together-rallies-held-across-usa/747921002/,,42.4439614,-76.5018807,42.4393564,-76.4997577,Link
Jackson,Rep. Tim Walberg's Office,MI,US,6/30/2018,160,160,160,Families Belong Together,https://act.moveon.org/event/families-belong-together/20356/signup/?source=&s=,https://www.mlive.com/news/jackson/index.ssf/2018/06/families_belong_together_rally.html,,42.245869,-84.4013462,42.245137,-84.3970802,Link
Jackson,Governor's Mansion,MS,US,6/30/2018,300,300,300,Families Belong Together,https://act.moveon.org/event/families-belong-together/20540/signup/?source=&s=,https://www.clarionledger.com/story/news/2018/06/30/families-belong-together-rally-held-jackson-protest-border-policy/747511002/,,32.2987573,-90.1848103,32.2965713,-90.1849083,Link
Jackson,Madison County Courthouse,TN,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/19991/signup/?source=&s=,,,35.4713383,-88.7108964,35.4731813,-88.7115604,Link
Jackson Heights,,NY,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/,,,40.7556818,-73.8830701,40.7566478,-73.8788951,Link
Jackson Hole,town square,WY,US,6/30/2018,200,200,200,Families Belong Together,https://www.jhnewsandguide.com/the_hole_scroll/article_adec840a-2a66-578e-8200-e00b0c2223dc.html,,,43.4799291,-110.7624282,43.4819361,-110.7583862,Link
Jacksonville,City Hall,FL,US,6/30/2018,95,95,95,Families Belong Together,https://act.moveon.org/event/families-belong-together/20212/signup/?source=&s=,https://www.facebook.com/events/1822544571122207/,,30.3321838,-81.655651,30.3304318,-81.655169,Link
Jensen Beach,Treasure Coast Mall Entrance,FL,US,6/30/2018,200,200,200,Families Belong Together,https://act.moveon.org/event/families-belong-together/20429/signup/?source=&s=,https://eu.usatoday.com/story/news/nation-now/2018/06/30/families-belong-together-rallies-held-across-usa/747921002/,,27.2544906,-80.2297697,27.2543216,-80.2339807,Link
Johnson City,Founder park,TN,US,6/30/2018,200,200,200,Families Belong Together,https://act.moveon.org/event/families-belong-together/20533/signup/?source=&s=,https://www.wjhl.com/local/hundreds-protest-family-separation-zero-tolerance-policy-at-border/1276178125,,36.3134397,-82.3534727,36.3149297,-82.3547727,Link
Johnstown,,PA,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/,,,40.3267407,-78.9219698,40.3231127,-78.9231748,Link
Joliet,Chicago St. Plaza,IL,US,6/30/2018,200,200,200,Families Belong Together,https://act.moveon.org/event/families-belong-together/20513/signup/?source=&s=,http://www.theherald-news.com/2018/06/29/hundreds-in-joliet-protest-separating-immigrant-families/axvidq6/?utm_term=Autofeed&utm_campaign=Echobox&utm_medium=Social&utm_source=Facebook#Echobox=1530392554,,41.525031,-88.0817251,41.525011,-88.0844951,Link
Jonesboro,Craighead County Courthouse,AR,US,6/30/2018,74,74,74,Families Belong Together,https://act.moveon.org/event/families-belong-together/20160/signup/?source=&s=,https://www.facebook.com/events/477551736007044/,,35.8422967,-90.704279,35.8454017,-90.704422,Link
Juneau,Capital School Park,AK,US,6/30/2018,400,400,400,Families Belong Together,https://act.moveon.org/event/families-belong-together/?zip=99801&source=&s=,http://juneauempire.com/news/local/2018-06-30/give-me-your-tired-your-hungry-juneau-protesters-rally-against-family,,58.3019444,-134.4197221,58.2999424,-134.4227801,Link
Kahului,Corner of Pu'unene and Ka'ahumanu,HI,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/19855/signup/?&source=&s=,,,20.8893351,-156.4729469,20.8872031,-156.4770839,Link
Kahului,Maui Community College,HI,US,6/30/2018,400,400,400,Families Belong Together,https://act.moveon.org/event/families-belong-together/20139/signup/?&source=&s=,https://twitter.com/JoeyCat016/status/1013238834543259654,,20.8893351,-156.4729469,20.8868901,-156.4697979,Link
Kailua-Kona,Queen Ka'ahumanu HWY. South of Henry Street,HI,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20618/signup/?source=&s=,,,19.639994,-155.9969261,19.635556,-155.9923961,Link
Kalamazoo,Bronson Park,MI,US,6/30/2018,200,200,200,Families Belong Together,https://act.moveon.org/event/families-belong-together/20116/signup/?&source=&s=,http://wmuk.org/post/immigration-rally-kalamazoo-calls-reuniting-families-non-cooperation-ice,,42.2917069,-85.5872286,42.2914119,-85.5851986,Link
Kalispell,Depot Park,MT,US,6/30/2018,32,32,32,Families Belong Together,https://www.facebook.com/events/219561955322088,,,48.1919889,-114.316813,48.1908839,-114.319172,Link
Kamuela,Church Row,HI,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20711/signup/?source=&s=,,,20.0230556,-155.6716667,20.0206546,-155.6684657,Link
Kanab,,UT,US,6/30/2018,,,Unknown,Families Belong Together,https://www.sltrib.com/news/2018/06/30/us-senator-join-perhaps/,,,37.0474855,-112.5263145,37.0477815,-112.5302535,Link
Kansas City,Penn Valley Park,MO,US,6/30/2018,2000,2000,"2,000",Families Belong Together,https://act.moveon.org/event/families-belong-together/19942/signup/?source=&s=,https://www.kansascity.com/news/local/article214075339.html#storylink=mainstage,,39.0997265,-94.5785667,39.1000895,-94.5828027,Link
Keene,Central Square,NH,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20040/signup/?source=&s=,http://www.sentinelsource.com/news/local/keene-crowd-adds-its-voice-to-national-outrage-against-immigration/article_65d741be-5074-5b2f-8421-471b0ffe9e1b.html,,42.933692,-72.2781409,42.929308,-72.2802909,Link
Kennett Square,,PA,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/,,,39.8467767,-75.7116032,39.8445727,-75.7099712,Link
Kenosha,Navy Memorial Park,WI,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20527/signup/?source=&s=,,,42.5847425,-87.8211854,42.5810055,-87.8203324,Link
Kerrville,Kerr County Courthouse Sidewalk,TX,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20332/signup/?source=&s=,,,30.0474332,-99.1403189,30.0499932,-99.1395249,Link
Ketchikan,Berth 4 Ketchikan dock,AK,US,6/30/2018,50,50,50,Families Belong Together,https://act.moveon.org/event/families-belong-together/20626/signup/?source=&s=,Facebook,,55.3422222,-131.6461112,55.3432352,-131.6425252,Link
